Lista_Aleatoria,Lista_80_Ordenada,Lista_Decrescente
60433,77504,22279
96351,77520,22271
55081,77542,22247
80508,77556,22231
71808,77571,22223
9476,77589,22218
63643,77590,22210
18893,77604,22206
8293,77605,22194
46241,77605,22168
62355,77622,22154
55596,77634,22153
42000,77644,22138
6623,77645,22134
45110,77660,22132
40243,77660,22130
93431,77676,22130
45793,77677,22113
3563,77694,22106
12710,77699,22105
71071,77730,22100
30132,77740,22096
50816,77743,22078
3574,77749,22059
90327,77776,22043
14180,77784,22034
96304,77792,22031
46921,77807,22027
74361,77822,22017
95846,77828,22010
13247,77828,22006
89720,77836,22005
40773,77841,22002
40726,77847,21999
45819,77149,21990
2772,77864,21977
30639,56684,21974
57067,77892,21962
51688,77896,21961
37053,77915,21955
22859,77926,21945
77146,49546,21932
74065,77928,21929
19225,77930,21913
63643,77939,21911
58710,77940,21904
64562,77941,21891
35190,77950,21891
27688,11206,21890
91229,77998,21890
28037,78009,21881
70010,51262,21880
51041,78046,21877
42067,78058,21871
84353,78061,21866
20078,78062,21846
73261,63269,21826
39544,78083,21825
59921,22736,21821
19507,78125,21795
11453,78128,21792
21593,78129,21775
57320,78136,21773
66156,78147,21768
36554,11796,21753
53054,78199,21744
97946,78201,21735
48568,78204,21720
81995,78206,21703
87986,78214,21697
69818,78225,21696
59483,78227,21689
55803,78228,21676
5857,78228,21675
65496,78229,21674
92661,78239,21658
6820,78252,21627
35631,78257,21612
71859,78260,21599
3486,78264,21588
78240,78266,21582
5477,41351,21578
25634,78300,21575
43631,97185,21565
13097,78327,21557
3265,78334,21542
65036,89476,21521
96512,78347,21518
18189,78360,21483
3777,78364,21480
56287,78368,21474
97021,78379,21456
70251,8384,21450
26058,76493,21439
70839,78388,21420
44070,78392,21418
13828,1360,21411
30324,78401,21389
45390,78408,21388
81060,78409,21378
5720,78411,21370
18061,78430,21350
88392,78432,21338
73001,78439,21333
39840,78447,21332
18002,48645,21331
92064,24808,21325
13788,78485,21319
86225,78508,21313
83377,78513,21286
15363,78522,21247
78231,78524,21241
26103,78538,21226
90659,78550,21225
62876,78551,21225
71812,78552,21219
17286,78552,21215
38172,94825,21214
67440,78564,21209
15375,78586,21187
61972,78593,21165
52878,78604,21155
46368,78606,21141
36336,78615,21138
43348,78617,21133
94368,78626,21119
16065,78643,21114
52468,78649,21107
86998,78651,21102
1524,78653,21102
55746,78657,21082
819,78660,21038
66063,78687,21036
62064,78732,21034
26511,10595,21017
74815,78751,21015
40829,78771,21003
57486,78787,20997
18662,7234,20995
26837,78805,20979
1187,54815,20964
31162,48509,20952
29916,78832,20951
35159,78845,20939
68172,21075,20938
94544,78856,20930
97972,78865,20924
59803,78867,20907
56881,78888,20906
63217,84104,20903
87719,78904,20893
53863,78909,20890
10643,78921,20868
31715,78923,20864
29768,78923,20863
86778,78962,20824
7459,78975,20819
51507,78977,20816
15047,13764,20811
75910,78999,20804
56702,79025,20786
71532,79033,20769
17070,90434,20765
76206,79041,20750
35455,66779,20745
94181,79054,20731
13270,79057,20710
83360,79059,20709
96925,95088,20709
38061,79104,20644
93745,79118,20638
12919,79123,20632
59929,34170,20622
24095,79141,20612
41332,79156,20546
46438,79167,20537
3439,36110,20522
69458,79181,20500
5254,79182,20499
30013,79188,20493
34598,79189,20484
87545,79203,20481
50736,5332,20462
47797,79223,20450
55117,79228,20447
3006,79230,20434
80219,79258,20431
71681,79261,20411
19352,79267,20410
80356,79282,20403
34555,79283,20396
27691,79285,20393
99501,57836,20380
29860,79296,20378
24576,79298,20375
46157,79304,20374
47452,79305,20361
73478,79305,20340
89372,79307,20335
40333,79312,20325
38803,48336,20317
78603,79325,20305
68682,79366,20302
84034,79376,20299
68527,79393,20295
90969,60455,20288
68540,79432,20268
92734,79433,20259
31900,79436,20251
51266,12685,20246
56281,7427,20244
83496,79461,20237
5126,79483,20235
46436,79494,20202
96006,79507,20198
98361,58091,20194
65476,79566,20189
65569,79575,20186
84244,79584,20182
22331,79592,20172
17122,79618,20168
11841,79628,20151
13935,79650,20148
60941,79656,20128
17433,79667,20114
33258,79668,20108
4316,79673,20081
56845,79678,20072
50856,79680,20065
47844,79680,20063
40231,13833,20058
81775,79699,20055
49210,97661,20027
60479,79727,20013
20334,79730,20011
61382,79733,20004
92114,79735,19992
61923,79772,19976
57550,92020,19974
29278,79791,19972
13430,79792,19969
42199,79793,19961
55718,43976,19951
79908,14144,19936
82841,79815,19916
36873,79822,19914
67161,79839,19907
40406,79866,19900
28980,79867,19898
20635,79873,19884
15736,79879,19858
24807,79888,19855
79210,79891,19846
94098,100,19811
36684,79896,19805
67791,86947,19793
18847,79908,19790
22287,79943,19775
79218,79950,19774
13647,79950,19755
99079,79965,19747
14394,79973,19745
76515,79986,19735
678,79991,19733
26059,80000,19731
94837,80010,19724
14351,80012,19720
12888,80030,19718
7162,80045,19714
32770,80048,19693
53733,80050,19688
46968,80054,19672
70032,80061,19671
42973,80065,19658
33630,80100,19651
56693,80122,19644
3556,80122,19631
40077,80135,19613
73355,80168,19608
50090,80174,19603
84586,80175,19601
18382,80210,19582
89241,80222,19563
5090,80252,19557
12713,80260,19552
70703,80265,19544
12640,80265,19531
1469,80287,19516
82327,80296,19511
82870,80299,19510
40218,80303,19505
22004,99506,19504
33520,80321,19497
6865,97428,19483
36844,80324,19481
695,80331,19475
58574,80335,19467
8517,80346,19463
55815,80356,19449
94433,80378,19432
68174,80389,19421
58997,80394,19404
1152,80422,19375
99090,80422,19371
29255,80425,19362
83974,80432,19339
82496,80434,19320
27897,80437,19296
6138,80448,19292
92942,80451,19282
98735,80454,19281
49500,80487,19280
50468,88364,19249
76885,80503,19245
56949,80512,19229
98838,80515,19216
95234,80516,19212
7099,9762,19204
68292,15907,19200
7205,80539,19176
61349,80572,19162
25599,80578,19145
78750,64538,19121
86986,80586,19105
2152,11419,19103
12306,17641,19091
69393,80605,19086
57950,80610,19076
39451,51504,19052
23809,80627,19052
86243,80630,19050
25620,80632,19046
16536,80649,19040
36916,80649,19035
6797,80652,19033
35857,80657,19028
67330,80659,19010
90893,80689,19000
89295,80711,19000
57456,80718,18965
8467,80720,18964
22120,80728,18952
84840,80734,18947
59602,80737,18947
32162,80747,18938
39387,80750,18937
2913,9153,18933
67944,80807,18928
7362,80809,18915
59639,80818,18913
16780,80824,18874
2970,80825,18866
16144,80832,18842
6171,6175,18837
23608,80900,18832
43609,80900,18825
94486,80909,18820
13608,80918,18816
87212,80930,18795
55510,80930,18787
62057,80940,18773
97863,61656,18750
21474,80943,18748
64195,80947,18734
23818,80951,18695
5129,80956,18693
22126,80966,18692
50579,80969,18691
25589,80988,18650
87722,80993,18649
49312,80998,18637
26325,81002,18622
43122,81010,18616
1461,38,18607
43335,81027,18605
15965,81032,18602
66010,81035,18597
2571,81038,18586
72114,81044,18557
61623,81051,18549
39795,81064,18541
16447,14519,18532
9926,81083,18527
27219,81093,18520
73731,81099,18508
84675,81108,18506
50971,81111,18496
59260,15755,18495
39836,81123,18471
7558,81125,18469
36027,81125,18460
6009,7162,18454
78423,85805,18449
4522,81158,18448
78567,81164,18447
41497,81168,18443
69184,81168,18418
61732,81177,18418
77280,81207,18412
10222,81209,18385
24218,81210,18374
20108,81215,18361
8058,81229,18358
65526,81245,18350
96806,81255,18344
82286,26673,18343
88182,11253,18341
23861,81264,18334
83076,81280,18323
13637,81311,18311
3310,67253,18305
93553,81345,18278
76730,81350,18266
57381,81357,18247
1351,81358,18243
95772,81365,18229
30030,81376,18228
93567,81376,18192
4854,10962,18190
75742,81380,18138
38111,81384,18121
88656,81401,18116
51136,81428,18083
76398,81923,18075
57809,53733,18062
71352,81462,18023
67034,81478,18020
10462,87053,18017
19459,81481,18009
29802,81499,17982
6784,47579,17955
27956,81525,17955
96726,81535,17940
24478,81543,17908
26509,81554,17886
42321,81556,17884
65356,81564,17881
34162,81585,17867
61295,81586,17865
23791,81592,17846
53376,81597,17842
80266,81634,17812
77535,62280,17786
67885,81660,17783
34932,81661,17779
18862,43641,17775
76897,98256,17764
25117,81678,17762
87271,81681,17758
37576,81691,17725
78487,81696,17723
44608,81707,17709
41140,81717,17698
47813,81722,17689
79816,81730,17689
96461,81734,17682
22770,81742,17660
97558,81746,17640
63185,81757,17635
61369,81759,17621
60894,81777,17604
25719,81783,17580
45545,73489,17575
99740,81796,17560
76889,81803,17537
24253,81813,17528
62069,81832,17521
18568,81836,17486
71708,81842,17485
55720,81845,17483
76179,81853,17481
38717,8528,17477
66403,28558,17466
12746,81876,17443
73934,81887,17435
8675,81911,17423
36698,81917,17417
68746,81920,17392
60086,88208,17389
74288,81925,17353
64522,81930,17352
73552,81936,17346
78790,62328,17344
53573,64453,17343
35868,81950,17340
89358,81951,17334
17541,81959,17319
31146,81970,17309
85897,81973,17302
45521,80324,17292
12306,81986,17271
93937,82020,17256
96690,82031,17255
21193,35837,17249
47464,77849,17248
72715,42623,17248
41603,71615,17240
5833,82070,17214
92378,82098,17213
138,82100,17198
74633,82127,17192
31332,82139,17189
34320,16006,17177
48363,82174,17175
55551,82179,17173
40911,82202,17161
36516,88165,17154
23373,82217,17146
96331,82237,17140
35119,82238,17138
8431,82257,17132
39280,82034,17124
89872,82269,17089
84475,82271,17086
15218,4998,17085
73582,82305,17066
13323,82307,17046
35829,82316,17043
28265,82316,17021
66227,82322,17011
86883,82353,16998
92750,82355,16996
98172,82358,16994
29028,2867,16994
37072,82378,16990
27192,82384,16979
14296,82396,16974
26682,82407,16964
37241,82409,16956
4910,82437,16944
45160,8599,16888
6845,31568,16869
21770,82446,16856
20260,82450,16851
69673,82454,16851
23593,39650,16841
34343,82476,16827
88927,82484,16816
93623,82513,16805
88370,86682,16802
6178,82553,16786
41357,82556,16772
62644,82600,16766
43736,82601,16736
4407,82602,16715
38786,82609,16699
3697,19466,16691
77127,82644,16688
60691,82653,16688
71607,6443,16688
12496,82691,16682
98582,82714,16676
59339,82715,16671
4659,82718,16655
42028,82722,16638
18863,45887,16624
44452,82751,16623
86518,82756,16617
89731,82792,16616
13309,82805,16604
33915,79217,16603
98410,94673,16590
22163,82817,16583
4154,82821,16577
80720,92826,16543
19197,82847,16535
48330,82851,16505
50527,10649,16502
5869,82880,16501
75217,82888,16497
13884,82894,16494
28596,82913,16483
47232,82917,16481
98910,29258,16477
19179,82956,16463
16714,82983,16438
2464,82998,16434
55392,83001,16432
47576,83002,16411
88543,83003,16411
49943,83007,16407
90431,70951,16397
73412,83019,16385
6659,83033,16366
40713,83041,16354
77967,83041,16353
39279,83042,16338
27274,83055,16308
95052,83064,16291
48649,61976,16284
85897,62578,16273
49704,83098,16267
77884,83109,16252
87422,21529,16242
16078,83116,16217
1818,83118,16212
5510,18897,16204
73370,83139,16198
80192,83140,16171
81016,83143,16148
1127,83147,16141
8602,83153,16139
71368,83161,16139
78344,83166,16134
74260,83182,16123
88752,83215,16098
10961,83216,16075
8853,80529,16038
76973,83241,16033
99933,83244,16022
9962,83260,16017
81738,83266,16013
68767,83270,15998
15658,83288,15963
87366,83293,15926
808,83303,15906
60397,83307,15894
67690,83308,15891
15267,83328,15889
4435,83345,15877
71018,83348,15876
98280,83350,15875
30300,83393,15873
2987,83396,15866
28693,47403,15859
13129,83412,15848
86892,33397,15842
73825,83420,15837
9226,59214,15836
32460,74445,15828
29127,83437,15819
12435,83442,15806
50847,83446,15797
66131,26341,15790
51564,83451,15747
30566,83458,15741
89158,83478,15736
85599,55050,15730
43002,83492,15728
14665,83493,15702
94332,83505,15699
90200,83509,15697
65806,83514,15694
98584,66136,15671
47502,83529,15667
57230,83532,15653
97522,83539,15644
14515,83550,15642
57751,83559,15641
77466,83570,15634
71437,83576,15625
29219,83589,15606
14130,46521,15597
5402,83657,15591
61764,83679,15589
2794,83689,15583
86802,83690,15567
56378,83700,15553
92847,97862,15551
39920,83719,15546
36744,83744,15529
37039,83778,15525
79929,83780,15522
50965,83785,15503
15187,83794,15491
96035,83814,15480
27099,83814,15468
71297,71184,15467
66653,83834,15448
53089,83835,15443
54056,83835,15441
85309,83845,15437
87418,17458,15430
79926,83859,15426
50729,83865,15422
96533,83870,15418
45121,83880,15418
37364,87262,15410
64414,83884,15404
40432,83890,15400
36494,83908,15390
63731,83921,15379
84852,83923,15371
33046,83935,15370
60312,83937,15369
34311,83960,15369
659,2465,15367
38474,83981,15363
50309,83992,15355
34271,84010,15340
49317,84032,15303
14982,84036,15300
63231,22188,15279
12697,84076,15264
52481,84086,15260
26862,84090,15248
14231,84096,15247
14323,44757,15239
76444,81783,15202
63965,84115,15199
56774,84121,15195
271,84151,15191
6869,84155,15184
93760,84155,15160
62714,84157,15151
29440,41687,15143
778,40491,15125
70160,84197,15124
6214,84203,15120
6936,88597,15110
48572,84260,15095
86171,84269,15082
30353,84279,15074
70840,84317,15072
57765,42053,15067
58681,84327,15037
18727,84329,15021
12529,84335,15019
26953,84337,15002
23772,52666,15001
54558,84385,14966
81130,22797,14957
59561,84391,14950
12431,60458,14921
90934,84409,14913
27125,84415,14909
31583,84421,14893
8816,84433,14886
42002,84452,14886
63019,84477,14878
9346,84477,14870
95905,82737,14854
25488,84554,14850
92799,84564,14842
79174,84564,14840
24720,54776,14832
99086,84584,14825
26395,84598,14825
73361,84598,14802
60538,84610,14799
9378,84613,14795
29264,84617,14785
55313,39446,14763
31369,84630,14749
71144,84643,14741
59159,84650,14738
70545,84666,14734
75879,84675,14701
23904,84677,14697
3884,84687,14697
35229,84687,14693
91174,84713,14691
11062,84721,14678
35714,84730,14662
34840,84739,14644
1170,79900,14631
6641,84766,14596
26557,84786,14593
40013,84792,14592
43307,84795,14560
10322,84808,14547
65587,84827,14539
26829,84844,14531
71098,84846,14530
83289,84858,14529
65756,44315,14527
99842,84866,14523
73235,84870,14518
56770,84898,14504
18018,49311,14495
44310,84919,14493
72531,84925,14489
13370,84933,14480
90911,84941,14461
14270,84943,14458
87259,84963,14454
13255,84995,14435
16205,72639,14431
88093,85009,14425
40315,99979,14407
58064,85054,14405
92476,85056,14390
64533,79127,14348
3636,85069,14316
34699,85084,14312
25696,85092,14307
25039,85115,14298
37179,85119,14282
28766,85131,14258
39480,85145,14239
12257,85159,14224
10618,85164,14220
56336,85165,14217
41049,39222,14212
58099,85177,14193
48878,85184,14185
88606,51321,14178
75362,85192,14176
72893,85194,14155
90800,79398,14133
66911,85206,14132
71552,85213,14120
73582,85216,14099
81891,85233,14071
25075,85243,14068
71630,85260,14051
25199,85265,13986
1163,79033,13964
4749,85285,13960
72183,85298,13944
67821,71733,13918
4955,85326,13895
92715,85338,13894
1138,93128,13887
65554,85362,13859
55513,85394,13854
40195,85402,13847
64643,46469,13837
79271,68002,13831
3511,85410,13812
27362,85427,13809
14653,85445,13808
94668,85446,13797
83286,85452,13795
41054,85468,13792
46313,85471,13787
38969,85474,13756
44793,85506,13751
5564,85507,13740
20813,85516,13728
58899,85536,13720
19291,85543,13717
13928,85543,13709
54255,85544,13707
540,85549,13691
8257,85560,13686
87301,85568,13666
95388,85586,13637
6869,85588,13631
95982,85595,13629
1043,85600,13618
81936,85614,13610
75995,85625,13607
94049,48834,13599
5502,85660,13571
50286,85669,13535
23210,85714,13527
22687,85715,13523
43387,85722,13506
19529,85724,13487
7201,18219,13482
65544,85762,13476
95839,85762,13458
73423,85766,13451
4232,85770,13421
87184,85787,13414
67125,85790,13411
43331,27096,13409
65643,85806,13398
76274,85826,13389
57482,85831,13384
18225,85837,13382
73950,27380,13379
65899,85851,13371
65061,85863,13364
54039,85864,13356
88362,85909,13348
30747,85931,13301
10105,85949,13280
59804,6734,13278
27603,85962,13269
33934,85965,13265
50138,85982,13261
22716,85985,13260
67356,40924,13258
13346,37050,13256
60445,86018,13233
35045,86024,13233
78581,73615,13206
4739,86029,13165
90373,86032,13163
58597,86043,13157
72577,86069,13146
27438,86076,13142
55486,37190,13119
28898,86080,13101
75816,99595,13097
96326,86089,13089
56730,85321,13081
20850,66157,13081
5128,86112,13076
99091,86113,13072
34845,45351,13072
73722,3281,13064
75414,86156,13046
93598,86164,13039
33567,86166,13038
80855,86169,13038
51820,86208,13028
18756,96840,13005
2661,86235,12997
38879,16407,12995
96326,86249,12983
27713,86253,12977
12668,86268,12955
26141,43957,12949
10315,86317,12936
45754,86321,12935
37587,86324,12920
74472,11299,12910
98659,86352,12909
86492,28612,12890
63868,86375,12888
86797,86378,12883
2965,86423,12872
35783,86424,12857
9018,86429,12847
16432,75052,12833
79134,86445,12829
46549,86445,12812
44070,86452,12810
51987,86477,12808
29904,86499,12805
10213,86499,12804
35969,86504,12795
88968,86539,12776
44453,86550,12772
79659,72325,12771
92469,86567,12767
30191,86603,12763
95362,86616,12725
57866,86622,12723
55127,86628,12713
27162,86632,12699
78167,86633,12688
1812,86646,12671
2095,31537,12670
29442,86694,12664
79144,86694,12659
85225,86703,12631
11061,86705,12628
58623,40800,12609
3930,86713,12594
86433,86747,12584
73477,29547,12582
16950,86769,12574
37180,86770,12573
26623,86771,12560
90804,86775,12552
92745,86808,12538
42775,86816,12526
1675,86818,12512
63526,86828,12511
71429,86830,12493
68231,86841,12485
48520,86847,12472
72295,86860,12470
78708,21746,12462
34830,86888,12452
57320,86897,12450
368,86900,12416
40398,37198,12410
1646,86908,12407
25009,86917,12394
98807,93971,12392
50204,28560,12385
40248,86948,12383
32821,86951,12358
5352,86961,12350
21879,86966,12348
27983,67853,12339
21629,86986,12323
91864,86993,12315
45566,86995,12310
86689,87005,12308
99766,87010,12304
64013,93889,12304
81118,87071,12302
95225,58566,12296
71446,87073,12294
64334,87089,12287
9716,87097,12278
28804,87101,12277
63173,96830,12270
58590,87108,12260
90490,87147,12235
23150,87152,12222
76869,87168,12208
10600,81081,12201
17111,87207,12188
11257,87214,12181
83686,87224,12170
22252,87234,12169
31083,87248,12158
26253,87255,12155
89868,87257,12152
65454,3238,12143
36803,87265,12142
27240,87273,12142
83456,87282,12136
15867,87282,12135
86691,87309,12135
79244,55811,12129
17965,87325,12114
17337,87326,12093
95693,87330,12090
90146,87332,12084
38503,87387,12077
8823,60659,12074
31916,87402,12052
63628,78804,12041
10469,9390,12026
25237,87408,12021
93309,87417,12008
8268,87434,12008
28497,87435,11988
75576,87456,11977
30066,34990,11976
26385,87462,11968
91028,87474,11964
60912,87474,11950
12494,87482,11932
39305,87487,11892
74111,87513,11890
10137,87527,11888
15260,87545,11881
81358,87549,11879
33021,19630,11872
66996,87557,11846
18,87563,11836
94651,87564,11835
97968,87581,11816
21491,87600,11803
13942,87604,11768
65403,87612,11757
81451,87619,11756
66564,87627,11748
32301,87636,11746
9432,87651,11739
66239,87653,11738
43760,87658,11733
69738,87663,11724
47095,87681,11723
8282,87687,11718
70002,73372,11708
48404,87729,11705
88501,87736,11675
37808,87736,11652
11840,2190,11621
82139,87749,11610
89692,87804,11605
5318,87823,11568
9729,87828,11559
19364,87835,11553
87797,87849,11553
6009,87852,11548
8543,87853,11544
20813,87860,11540
63853,87881,11535
87890,87896,11535
66179,65556,11516
93464,87904,11514
43778,87916,11499
46141,87935,11494
10327,87937,11492
3322,87979,11482
75220,87984,11480
9138,87996,11472
48313,87999,11464
57118,88001,11461
48061,88046,11448
73910,88087,11446
41597,88093,11431
56407,88098,11415
77394,75043,11408
69673,94262,11373
47730,88115,11349
34960,88155,11329
21442,53862,11325
84485,88171,11294
41098,88182,11291
558,88189,11289
35321,88194,11276
64939,21334,11248
44290,72203,11228
15165,88241,11219
92254,88258,11218
2078,88268,11214
37008,88276,11199
92269,88284,11181
9859,6215,11176
11194,88330,11172
21783,44550,11158
10034,88370,11140
95569,88395,11128
99850,88405,11126
48508,88418,11107
94853,88432,11098
97980,88446,11098
67839,78745,11073
42380,88521,11071
25184,88521,11056
76047,88522,11028
95446,88528,11013
80275,88530,11002
36534,88542,10996
68087,88567,10988
55843,88593,10979
46062,95408,10974
45417,88616,10970
37896,88648,10970
24776,88652,10968
33804,88655,10950
82568,88668,10914
56316,32292,10855
21915,50804,10843
62254,88679,10832
51134,88724,10826
39581,88749,10810
27954,88752,10795
86293,88762,10786
27727,88784,10778
16504,88790,10769
21087,88800,10766
72171,88800,10764
15896,9815,10750
29886,6269,10745
47530,88834,10742
2649,88847,10730
84940,88857,10716
61851,88873,10715
70703,88912,10712
54390,88912,10691
45545,88930,10677
4858,88964,10670
33082,88978,10662
21959,88982,10657
51974,88995,10626
71768,88997,10613
39990,88106,10611
75268,89007,10603
59919,89017,10599
8693,89019,10594
43944,89024,10563
84282,89087,10557
82426,89099,10556
68213,89120,10543
96531,89126,10517
32669,89147,10515
67532,89149,10512
31843,89154,10511
57178,78115,10503
45901,89173,10495
50573,97549,10472
29373,89218,10468
71304,75555,10464
78028,89236,10455
67482,20653,10448
14921,89247,10445
23372,89257,10441
57313,89257,10437
97061,89257,10430
59230,89261,10422
3828,89262,10421
25880,89264,10419
52654,89290,10411
57982,89290,10393
11973,89292,10389
74609,89314,10385
3200,89373,10383
76771,89379,10377
80595,89382,10377
8546,89414,10376
72739,89424,10326
41017,89448,10311
41863,89451,10307
64768,89458,10289
18212,89460,10286
58441,89466,10272
12666,89471,10259
10678,18203,10241
90568,89493,10237
27298,89494,10226
69025,89503,10220
73382,89531,10203
67692,89534,10196
8710,89561,10193
81873,89568,10185
62205,12177,10184
37585,89578,10162
86336,89605,10159
86294,89612,10142
22577,96469,10137
54553,89623,10128
44319,89625,10125
68490,89635,10115
89867,89637,10108
61185,89640,10102
6522,89640,10089
19766,89650,10064
49798,89659,10046
9352,89669,10044
20529,89692,10042
31668,42542,10037
26519,89695,10029
5632,89698,10028
49376,37415,10024
80869,89730,10024
32103,89735,10018
52389,89738,10009
78415,89762,9972
59698,89772,9953
12432,12519,9937
4609,89775,9936
70052,89776,9931
43658,89783,9908
92696,89813,9898
7060,89819,9886
57441,45394,9885
99019,89829,9879
94928,89849,9868
92851,82162,9867
83543,53745,9866
41829,89871,9865
9036,89879,9853
16986,89899,9849
4434,89902,9846
9454,75079,9821
53770,89920,9819
29566,89925,9813
56336,89926,9804
62025,89943,9800
22855,89950,9791
48869,39621,9785
57371,87741,9754
88240,94537,9735
8509,89980,9734
85396,89981,9723
23507,89995,9721
62483,89998,9720
6662,90029,9702
51199,90029,9701
87506,90045,9695
99063,90077,9694
31419,90082,9692
2547,90084,9686
19738,50217,9680
53366,44769,9677
23761,90106,9677
29364,90127,9643
63183,90142,9641
50925,90142,9635
27707,90142,9613
25950,78455,9612
69738,90146,9611
16538,90147,9608
67601,90148,9590
26064,17503,9564
84900,90187,9563
44476,90187,9561
26664,49625,9558
17905,90195,9547
47347,90211,9530
2421,90229,9498
39789,90232,9498
50808,90234,9478
70607,90235,9473
74305,90244,9470
19202,90248,9465
49094,90252,9464
31067,1119,9450
83064,90259,9444
48448,30665,9428
96574,90286,9428
24310,90309,9423
22667,90315,9399
26646,90316,9385
5785,90322,9384
74247,90331,9377
89330,90347,9372
64569,90347,9370
75361,90363,9361
46764,21611,9355
95620,90381,9343
57011,90391,9333
21919,90395,9327
77402,90406,9326
65593,90414,9322
61909,77926,9293
3808,90423,9288
83964,44803,9280
12372,88814,9280
70563,90476,9268
76113,90477,9266
6463,90494,9266
15558,90519,9261
12113,90521,9249
39818,90524,9247
96831,90528,9247
35183,90537,9238
71921,7868,9232
39322,90542,9229
93827,90553,9218
5888,90554,9216
11487,90560,9210
53094,49142,9201
86960,90568,9199
42764,90570,9198
70650,90573,9188
23097,90586,9187
15594,90587,9176
25033,90592,9129
54280,90593,9118
44388,90596,9088
57454,90613,9077
36319,90614,9071
10479,57208,9057
58314,90632,9057
25411,90640,9034
45052,90642,9021
30130,8207,9001
80919,23039,8990
48897,90655,8989
81072,90657,8983
4468,90660,8979
61938,90677,8973
34956,90689,8972
43826,90696,8967
91139,90703,8953
79496,90709,8950
44773,90714,8937
66629,90714,8912
78719,20016,8897
9098,90742,8893
67569,42938,8883
89609,90772,8875
26050,90782,8870
61034,90834,8869
46109,90840,8869
93175,90851,8861
62146,33547,8852
25709,33217,8838
35288,90878,8834
52518,90881,8832
91616,90899,8822
45570,90902,8817
16647,21512,8815
86016,90923,8798
15539,86115,8785
75322,90948,8776
23558,90962,8746
38987,90965,8745
64403,90975,8729
5906,90979,8699
11268,90984,8693
14762,90991,8675
22451,91010,8669
10880,91014,8649
49245,91022,8646
78421,91028,8634
59905,91035,8633
63568,91040,8629
39359,91051,8627
3710,91055,8618
50293,54251,8613
97269,91075,8590
25250,91080,8584
25945,58239,8576
92286,23436,8558
18811,91110,8552
22752,91115,8551
75913,24807,8548
16190,91138,8541
5638,91140,8540
19217,91140,8517
6233,91142,8511
24277,91147,8505
79176,45539,8479
30908,91168,8475
309,91175,8471
13619,91235,8444
11456,91245,8431
53957,91249,8421
93040,91257,8409
16911,91265,8368
81781,91270,8362
95216,91293,8358
25656,19325,8358
50238,91299,8330
72356,91301,8325
87479,91308,8319
7210,52682,8317
85061,91329,8312
33310,91336,8293
23231,91356,8275
52508,33587,8252
84677,91379,8219
51772,5918,8206
74068,91437,8206
73254,91453,8201
33885,91454,8188
72488,91465,8184
77037,91495,8184
84883,91502,8141
13971,91514,8107
52532,91529,8106
65898,91542,8104
75335,91555,8090
27776,91555,8069
24815,91565,8068
78586,93669,8047
3476,13730,8044
28416,71599,8038
33163,91627,8022
95370,91631,8018
31042,91632,8005
40786,40734,7992
68859,91662,7981
11641,91672,7976
73758,91700,7945
2317,91705,7931
30724,91713,7930
8335,91713,7918
97417,91713,7915
4592,91722,7914
168,91750,7886
63463,91767,7880
62099,91776,7880
30649,91822,7880
60780,91823,7867
4536,42166,7867
11113,91840,7862
74465,91845,7854
34889,91858,7848
24957,91860,7845
34578,91861,7810
425,91863,7806
86954,91873,7797
5409,91882,7796
43828,91896,7780
69767,91896,7778
37795,91904,7773
1611,91917,7769
31489,11358,7768
46299,91933,7763
12586,91936,7750
12046,91937,7749
10441,54329,7748
42610,95313,7740
36483,16535,7720
14662,61752,7711
79472,91967,7671
55163,49889,7663
53540,91999,7639
72327,92009,7635
53043,92018,7614
15327,23722,7605
4732,92022,7598
17191,92027,7597
66764,92043,7593
80376,13497,7588
99190,92075,7572
18730,92079,7562
51422,19716,7557
11280,92092,7549
62912,92094,7549
52502,92126,7540
10194,92130,7524
54874,92139,7508
46593,92141,7493
1144,37371,7488
83336,92164,7481
53211,92165,7474
8769,92168,7469
84245,92172,7435
11900,92176,7420
17016,31738,7417
26344,92182,7396
53556,92206,7362
83245,92208,7361
9463,92214,7332
52113,5341,7323
66533,92222,7298
16760,92222,7293
36189,92224,7270
29035,92227,7270
44464,92240,7256
55327,92285,7241
97444,92293,7235
72209,92299,7234
78671,92313,7220
58923,61741,7220
39935,60647,7219
54038,92348,7217
93913,92351,7216
1534,92372,7214
75837,92384,7208
25255,92391,7200
22121,92403,7153
63748,92416,7148
21478,4531,7124
47070,92437,7088
85118,92439,7075
89886,92446,7073
18430,92449,7053
57847,2713,7041
76558,14953,7031
98823,92482,7026
22101,92489,7023
55047,4225,7015
63982,92520,7004
44822,92536,7002
52783,92545,6998
62536,92562,6991
5799,92563,6969
73333,92565,6965
98819,92583,6963
67668,92597,6963
15988,59188,6955
76299,92611,6950
14593,92639,6938
13601,92652,6916
25183,92666,6916
4906,92675,6904
8344,90628,6893
21158,57705,6886
33961,92708,6874
42350,92710,6869
58239,92725,6858
63691,92741,6857
4147,92742,6855
32935,21195,6851
52844,92750,6840
27103,92794,6838
32245,92816,6835
77202,92818,6826
13174,87718,6825
18099,92827,6816
36829,92831,6813
4405,92854,6798
63783,59310,6793
25433,92869,6778
20515,92872,6765
97780,92886,6728
58206,82369,6727
98548,92898,6725
23716,92926,6725
72016,93380,6700
55108,92935,6685
75852,92939,6684
30121,92951,6675
56055,70833,6646
68967,92971,6633
